timestamp,symbol,side,amount,price,reason,status
2025-11-21 04:15:09.265888,ARB/USDT,sell,5619.5638998587565,0.2124,SHORT_SQUEEZE_BREAKOUT,FAILED: argument of type 'NoneType' is not iterable
2025-11-21 04:15:33.832264,ARB/USDT,sell,5624.957903248586,0.2124,SHORT_SQUEEZE_BREAKOUT,FAILED: argument of type 'NoneType' is not iterable
2025-11-21 04:15:57.019993,ARB/USDT,sell,5641.671283439266,0.2124,SHORT_SQUEEZE_BREAKOUT,FAILED: argument of type 'NoneType' is not iterable
2025-11-21 04:16:19.722324,SNX/USDT,sell,1912.5569081875992,0.629,SHORT_SQUEEZE_BREAKOUT,FAILED: argument of type 'NoneType' is not iterable
2025-11-21 04:16:42.490552,STX/USDT,sell,3873.4828292328043,0.3213,SHORT_SQUEEZE_BREAKOUT,FAILED: argument of type 'NoneType' is not iterable
2025-11-21 04:16:42.490688,SNX/USDT,sell,1978.616904662162,0.629,SHORT_SQUEEZE_BREAKOUT,FAILED: argument of type 'NoneType' is not iterable
2025-11-21 04:16:42.490753,ALGO/USDT,sell,8789.195148534604,0.1416,SHORT_SQUEEZE_BREAKOUT,FAILED: argument of type 'NoneType' is not iterable
2025-11-21 04:17:05.182074,LTC/USDT,sell,14.441658100590004,86.44,SHORT_SQUEEZE_BREAKOUT,FAILED: argument of type 'NoneType' is not iterable
2025-11-21 04:17:05.182196,STX/USDT,sell,3885.268989153439,0.3213,SHORT_SQUEEZE_BREAKOUT,FAILED: argument of type 'NoneType' is not iterable
2025-11-21 04:17:05.182267,SNX/USDT,sell,1984.6374025675675,0.629,SHORT_SQUEEZE_BREAKOUT,FAILED: argument of type 'NoneType' is not iterable
2025-11-21 04:17:05.182329,LDO/USDT,sell,1888.272464400242,0.6611,SHORT_SQUEEZE_BREAKOUT,FAILED: argument of type 'NoneType' is not iterable
2025-11-21 04:17:05.182382,ALGO/USDT,sell,8815.938744456214,0.1416,SHORT_SQUEEZE_BREAKOUT,FAILED: argument of type 'NoneType' is not iterable
2025-11-21 04:17:05.182434,CRV/USDT,sell,3113.059666371571,0.401,SHORT_SQUEEZE_BREAKOUT,FAILED: argument of type 'NoneType' is not iterable
2025-11-21 04:17:28.235003,LTC/USDT,sell,14.486004959480566,86.44,SHORT_SQUEEZE_BREAKOUT,FAILED: argument of type 'NoneType' is not iterable
2025-11-21 04:17:28.235136,UNI/USDT,sell,194.61769796355298,6.434,SHORT_SQUEEZE_BREAKOUT,FAILED: argument of type 'NoneType' is not iterable
2025-11-21 04:17:28.235202,STX/USDT,sell,3897.199715834112,0.3213,SHORT_SQUEEZE_BREAKOUT,FAILED: argument of type 'NoneType' is not iterable
2025-11-21 04:17:28.235257,SNX/USDT,sell,1990.731746736884,0.629,SHORT_SQUEEZE_BREAKOUT,FAILED: argument of type 'NoneType' is not iterable
2025-11-21 04:17:28.235314,LDO/USDT,sell,1894.070895019664,0.6611,SHORT_SQUEEZE_BREAKOUT,FAILED: argument of type 'NoneType' is not iterable
2025-11-21 04:17:28.235366,ALGO/USDT,sell,8843.010372157485,0.1416,SHORT_SQUEEZE_BREAKOUT,FAILED: argument of type 'NoneType' is not iterable
2025-11-21 04:17:28.235434,CRV/USDT,sell,3122.619123933915,0.401,SHORT_SQUEEZE_BREAKOUT,FAILED: argument of type 'NoneType' is not iterable
2025-11-21 04:17:51.152909,SOL/USDT,sell,9.59558377025,130.0,SHORT_SQUEEZE_BREAKOUT,FAILED: argument of type 'NoneType' is not iterable
2025-11-21 04:17:51.153040,LTC/USDT,sell,14.431118580894262,86.44,SHORT_SQUEEZE_BREAKOUT,FAILED: argument of type 'NoneType' is not iterable
2025-11-21 04:17:51.153105,UNI/USDT,sell,193.88030620648118,6.434,SHORT_SQUEEZE_BREAKOUT,FAILED: argument of type 'NoneType' is not iterable
2025-11-21 04:17:51.153159,STX/USDT,sell,3882.433520487084,0.3213,SHORT_SQUEEZE_BREAKOUT,FAILED: argument of type 'NoneType' is not iterable
2025-11-21 04:17:51.153211,SNX/USDT,sell,1983.1890145190778,0.629,SHORT_SQUEEZE_BREAKOUT,FAILED: argument of type 'NoneType' is not iterable
2025-11-21 04:17:51.153262,LDO/USDT,sell,1886.8944034677052,0.6611,SHORT_SQUEEZE_BREAKOUT,FAILED: argument of type 'NoneType' is not iterable
2025-11-21 04:17:51.153329,SEI/USDT,sell,8942.121076218637,0.1395,SHORT_SQUEEZE_BREAKOUT,FAILED: argument of type 'NoneType' is not iterable
2025-11-21 04:17:51.153384,ALGO/USDT,sell,8809.50487381709,0.1416,SHORT_SQUEEZE_BREAKOUT,FAILED: argument of type 'NoneType' is not iterable
2025-11-21 04:17:51.153433,CRV/USDT,sell,3110.787755941396,0.401,SHORT_SQUEEZE_BREAKOUT,FAILED: argument of type 'NoneType' is not iterable
2025-11-21T04:18:34.483400,SOL/USDT,sell,9.935628364057692,130.0,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:18:35.984911,LTC/USDT,sell,14.942522990831792,86.44,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:18:37.486092,UNI/USDT,sell,200.75096166109728,6.434,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:18:38.987675,ARB/USDT,sell,6109.8944528263955,0.2114,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:18:40.488785,STX/USDT,sell,4020.0177009881736,0.3213,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:18:41.989670,IMX/USDT,sell,3902.210535732628,0.331,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:18:43.490633,SNX/USDT,sell,2060.0186400757575,0.627,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:18:44.991509,LDO/USDT,sell,1953.761439006958,0.6611,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:18:46.492481,SEI/USDT,sell,9259.008511308242,0.1395,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:18:47.993241,ALGO/USDT,sell,9121.692707115113,0.1416,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:18:49.494132,CRV/USDT,sell,3221.026651689526,0.401,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:19:13.438680,SOL/USDT,sell,9.89464841501923,130.0,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:19:14.939909,AVAX/USDT,sell,94.44231233131424,13.62,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:19:16.440788,LTC/USDT,sell,14.880891878210319,86.44,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:19:17.941562,UNI/USDT,sell,199.9229552304165,6.434,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:19:19.442712,SUI/USDT,sell,873.4919828551541,1.4726,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:19:20.943753,ARB/USDT,sell,6084.693916520813,0.2114,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:19:22.444833,STX/USDT,sell,3999.7024065687183,0.3216,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:19:23.945976,IMX/USDT,sell,3886.115691699395,0.331,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:19:25.447256,SNX/USDT,sell,2051.521999924242,0.627,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:19:26.948491,LDO/USDT,sell,1945.7030614922096,0.6611,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:19:28.449547,SEI/USDT,sell,9220.819311487454,0.1395,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:19:29.950619,ALGO/USDT,sell,9084.069872545902,0.1416,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:20:02.458009,SOL/USDT,sell,9.963421121942305,130.0,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:20:03.961466,AVAX/USDT,sell,95.09873317566078,13.62,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:20:05.464429,LTC/USDT,sell,14.998202244702407,86.36,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:20:06.967460,UNI/USDT,sell,201.03131240920376,6.443,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:20:08.470729,SUI/USDT,sell,879.5631847429715,1.4726,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:20:09.973923,ARB/USDT,sell,6126.985552755439,0.2114,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:20:11.477212,STX/USDT,sell,4027.5023191930964,0.3216,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:20:12.980634,IMX/USDT,sell,3913.1261204003013,0.331,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:20:14.484344,SNX/USDT,sell,2065.781093863636,0.627,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:20:15.987572,LDO/USDT,sell,1957.745988289752,0.6616,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:20:17.490568,SEI/USDT,sell,9284.908572419352,0.1395,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:20:18.996738,ALGO/USDT,sell,9147.208657150422,0.1416,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:20:20.502133,XLM/USDT,sell,5550.414577701833,0.23336,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:20:22.007102,CRV/USDT,sell,3230.0367726995005,0.401,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:20:46.125295,SOL/USDT,sell,9.499211178362572,129.96,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:20:47.629642,AVAX/USDT,sell,90.64005027459618,13.62,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:20:49.132962,LTC/USDT,sell,14.295014876563222,86.36,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
2025-11-21T04:20:50.640614,UNI/USDT,sell,191.60600415024055,6.443,SHORT_SQUEEZE_BREAKOUT,FAILED: No execution after retries
