timestamp,balance,open_pnl,position_count,sentiment,realized_pnl
2025-11-21 03:54:18.769693,4708.36086341,23.0133944,5,0.0833333333333333,0.0
2025-11-21 03:54:18.769693,4708.36086341,23.0133944,5,0.0833333333333333,0.0
2025-11-21 03:54:42.268163,4708.36086341,22.62737,5,0.0833333333333333,0.0
2025-11-21 03:54:42.268163,4708.36086341,22.62737,5,0.0833333333333333,0.0
2025-11-21 03:55:09.134499,4708.36086341,18.72159,5,0.0833333333333333,0.0
2025-11-21 03:55:09.134499,4708.36086341,18.72159,5,0.0833333333333333,0.0
2025-11-21 03:55:32.357538,4708.36086341,20.55956593,5,0.0833333333333333,0.0
2025-11-21 03:55:32.357538,4708.36086341,20.55956593,5,0.0833333333333333,0.0
2025-11-21 03:55:55.257975,4708.36086341,16.70578993,5,0.0833333333333333,0.0
2025-11-21 03:55:55.257975,4708.36086341,16.70578993,5,0.0833333333333333,0.0
2025-11-21 03:56:17.773871,4708.36086341,19.75945309,5,0.1111111111111111,0.0
2025-11-21 03:56:17.773871,4708.36086341,19.75945309,5,0.1111111111111111,0.0
2025-11-21 03:56:40.728084,4708.36086341,24.06561778,5,0.1388888888888889,0.0
2025-11-21 03:56:40.728084,4708.36086341,24.06561778,5,0.1388888888888889,0.0
2025-11-21 03:57:03.645647,4708.36086341,24.59939364,5,0.1388888888888889,0.0
2025-11-21 03:57:03.645647,4708.36086341,24.59939364,5,0.1388888888888889,0.0
2025-11-21 03:57:26.161917,4708.36086341,23.0117,5,0.1388888888888889,0.0
2025-11-21 03:57:26.161917,4708.36086341,23.0117,5,0.1388888888888889,0.0
2025-11-21 03:57:49.520460,4708.36086341,23.43269,5,0.1388888888888889,0.0
2025-11-21 03:57:49.520460,4708.36086341,23.43269,5,0.1388888888888889,0.0
2025-11-21 03:58:12.401081,4708.36086341,22.1198758,5,0.1388888888888889,0.0
2025-11-21 03:58:12.401081,4708.36086341,22.1198758,5,0.1388888888888889,0.0
2025-11-21 03:58:35.120965,4708.36086341,18.6361654,5,0.1388888888888889,0.0
2025-11-21 03:58:35.120965,4708.36086341,18.6361654,5,0.1388888888888889,0.0
2025-11-21 03:58:57.450591,4708.36086341,19.96658215,5,0.1388888888888889,0.0
2025-11-21 03:58:57.450591,4708.36086341,19.96658215,5,0.1388888888888889,0.0
2025-11-21 03:59:20.153113,4708.36086341,19.16692688,5,0.1388888888888889,0.0
2025-11-21 03:59:20.153113,4708.36086341,19.16692688,5,0.1388888888888889,0.0
2025-11-21 03:59:42.692125,4708.36086341,19.857601430000003,5,0.1388888888888889,0.0
2025-11-21 03:59:42.692125,4708.36086341,19.857601430000003,5,0.1388888888888889,0.0
2025-11-21 04:00:06.249011,4708.36086341,21.05240548,5,0.1388888888888889,0.0
2025-11-21 04:00:06.249011,4708.36086341,21.05240548,5,0.1388888888888889,0.0
